Last inventory,Operating system,RAM (MB),CPU (MHz)
2022-10-27 09:06:27,Microsoft Windows 10 Pro,8192,2904
2022-10-05 09:19:35,Microsoft Windows 10 Pro,8192,2904
2022-10-03 09:12:52,Microsoft Windows 10 Pro,8192,2904
2022-10-27 13:45:27,Microsoft Windows 10 Pro,8192,2904
2022-10-27 09:13:41,Microsoft Windows 10 Pro,8192,2904
2022-10-27 11:03:23,Microsoft Windows 11 Pro,8192,2904
2022-10-27 12:53:24,Microsoft Windows 10 Pro,8192,2904
2022-09-21 14:09:06,Microsoft Windows 10 Pro,8192,2112
2022-10-27 12:05:46,Microsoft Windows 10 Pro,8192,3600
2022-10-27 11:50:42,Microsoft Windows 10 Pro,8192,3600
2022-10-27 14:11:12,Microsoft Windows 10 Pro,8192,3600
2022-10-27 07:44:44,Microsoft Windows 10 Pro for Workstations,16384,3408
2022-10-27 11:28:43,Microsoft Windows 10 Pro,8192,2904
2022-09-15 10:08:33,Microsoft Windows 11 Pro,8192,2112
2022-10-27 14:57:52,Microsoft Windows 11 Pro,8192,3600
2022-10-26 09:32:27,Microsoft Windows 7 Ultimate,6878,3200
2022-10-27 03:54:17,Microsoft Windows 10 Pro,8192,3600
2022-10-27 10:49:25,Microsoft Windows 10 Pro,8192,3600
2022-10-27 14:35:54,Microsoft Windows 10 Pro,8192,2904
2022-10-14 14:44:41,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:50:09,Microsoft Windows 10 Pro,8192,2904
2022-10-26 12:15:43,Microsoft Windows 10 Pro,8192,2904
2022-10-25 09:55:30,Microsoft Windows 10 Pro,8192,2904
2022-10-27 10:57:18,Microsoft Windows 11 Pro,8192,3300
2022-10-26 13:14:36,Microsoft Windows 10 Pro,8192,2904
2022-10-25 08:08:26,Microsoft Windows 10 Pro,8192,2904
2022-10-27 08:25:30,Microsoft Windows 11 Pro,8192,2904
2022-10-27 15:22:21,Microsoft Windows 11 Pro,8192,3600
2022-10-25 08:25:43,Microsoft Windows 10 Pro,8192,2904
2022-10-26 13:13:59,Microsoft Windows 10 Pro,8192,2904
2022-07-15 13:48:08,Microsoft Windows 7 Professional,6144,3300
2022-10-27 13:43:05,Microsoft Windows 10 Pro,8192,2904
2022-10-21 09:34:44,Microsoft Windows 11 Pro,8192,2904
2022-10-26 08:26:46,Microsoft Windows 10 Pro,8192,2904
2022-10-27 08:19:18,Microsoft Windows 10 Pro,8192,2904
2022-10-26 12:46:24,Microsoft Windows 11 Pro,8192,2904
2022-10-05 09:08:26,Microsoft Windows 11 Pro,8192,2904
2022-10-27 08:25:03,Microsoft Windows 10 Pro,8192,3600
2022-10-03 11:13:36,Microsoft Windows 10 Pro,8192,2904
2022-10-26 12:13:51,Microsoft Windows 10 Pro,8192,3600
2022-10-26 17:30:26,Microsoft Windows 10 Pro,8192,2904
2022-10-27 10:42:49,Microsoft Windows 10 Pro,8192,3600
2022-10-27 13:20:09,Microsoft Windows 11 Pro,8192,3300
2022-09-29 19:25:16,Microsoft Windows 10 Pro,8192,2904
2022-10-27 11:04:52,Microsoft Windows 11 Pro,8192,2904
2022-10-06 15:32:45,Microsoft Windows 10 Pro,8192,2904
2022-09-02 16:30:40,Microsoft Windows 7 Professional,6560,2501
2022-10-06 14:42:14,Microsoft Windows 10 Pro,3535,3600
2022-10-27 09:57:18,Microsoft Windows 10 Pro,16384,2904
2022-10-17 15:55:15,Microsoft Windows 7 Professional,3523,3300
2022-10-27 14:16:59,Microsoft Windows 10 Pro,16384,3601
2021-12-03 13:06:02,Microsoft Windows 7 Professional,8192,3800
2022-10-27 13:46:15,Microsoft Windows 8.1 Pro,4096,3200
2022-10-27 13:08:44,Microsoft Windows 10 Pro,8192,3600
2022-08-26 16:33:15,Microsoft Windows XP Professional,1024,2194
2019-05-02 11:00:18,Microsoft Windows 7 Professional,4096,2901
2022-10-24 16:37:26,Microsoft Windows 7 Professional,3453,2936
2022-04-08 14:56:18,Microsoft Windows 7 Professional,2048,2133
2019-12-20 16:53:25,Microsoft® Windows Vista™ Business,2048,2800
2022-09-30 12:49:10,Microsoft Windows 7 Professional,2048,2400
2022-04-08 10:57:16,Microsoft Windows 7 Professional,2048,2800
2022-10-27 08:30:06,Microsoft Windows 8.1 Pro,3550,3200
2022-10-27 12:43:17,Microsoft Windows 10 Pro,16384,3601
2020-05-15 13:06:48,Microsoft Windows 7 Professional,4096,3100
2019-07-04 09:27:57,Microsoft Windows 7 Professional,2783,2400
2022-10-25 10:32:58,Microsoft Windows 10 Pro,3005,2200
2018-11-22 10:35:50,Microsoft Windows 7 Professional,4096,2400
2020-11-19 14:04:27,Microsoft Windows 7 Professional,4096,2400
2021-10-28 11:12:53,Microsoft Windows 7 Professional,4096,2534
2020-03-20 13:53:29,Microsoft Windows 7 Professional,2485,2534
2021-08-30 11:35:58,Microsoft Windows 7 Professional,2048,2200
2021-10-19 13:41:17,Microsoft Windows 10 Pro,4096,1700
2018-11-29 14:33:17,Microsoft Windows 7 Professional,2048,1667
2021-06-29 09:14:01,Microsoft Windows 10 Pro,8192,2301
2020-07-22 13:46:09,Microsoft Windows 7 Professional,6144,2401
2020-03-19 16:20:05,Microsoft Windows 7 Professional,3558,2200
2021-05-05 12:16:44,Microsoft Windows 8.1 Pro,8192,1701
2021-11-12 12:28:40,Microsoft Windows 8.1 Pro,6144,2401
2022-03-24 08:22:12,Microsoft Windows 8.1 Pro,2498,1901
2022-10-26 13:36:14,Microsoft Windows 10 Pro,4096,2501
2018-11-08 14:34:08,Microsoft Windows 10 Pro,4096,1901
2022-08-05 14:04:15,Microsoft Windows 8.1 Pro,4096,1700
2022-04-29 11:51:57,Microsoft Windows 10 Pro,8192,2112
2021-12-15 15:53:08,Microsoft Windows 7 Professional,2485,2534
2021-05-20 15:09:40,Microsoft Windows 7 Professional,4096,2534
2022-10-26 11:15:37,Microsoft Windows 10 Pro,8192,1801
2020-04-03 12:40:30,Microsoft Windows 7 Professional,4096,2400
2022-08-19 13:58:33,Microsoft Windows 10 Pro,8192,2301
2021-01-07 12:02:38,Microsoft Windows 10 Pro,8192,2301
2022-04-26 16:24:25,Microsoft Windows 7 Professional,4096,2534
2020-08-06 07:28:09,Microsoft Windows 8.1 Pro,4096,1700
2021-11-03 15:08:51,Microsoft Windows 7 Professional,4096,2534
2020-09-30 11:26:45,Microsoft Windows 8.1 Pro,6144,2401
2020-04-17 16:55:23,Microsoft Windows 7 Professional,2813,2300
2018-11-09 08:21:20,Microsoft Windows 7 Professional,4096,2534
2022-10-27 08:17:31,Microsoft Windows 10 Pro,8192,2419
2020-11-10 13:42:56,Microsoft Windows 7 Professional,4096,2936
2019-03-21 11:24:49,Microsoft Windows 8.1 Pro,6144,2401
2021-03-08 07:35:44,Microsoft Windows 7 Ultimate,2941,2936
2021-05-28 08:42:35,Microsoft Windows 7 Professional,4096,2534
2022-03-08 12:34:53,Microsoft Windows 7 Professional,4096,2534
2019-01-22 11:16:04,Microsoft Windows 7 Professional,2048,2133
2022-10-27 09:15:25,Microsoft Windows 7 Professional,3535,3600
2022-06-09 09:50:29,Microsoft Windows 7 Professional,3535,3600
2022-06-14 08:36:42,Microsoft Windows 7 Professional,3507,3600
2022-10-27 08:54:03,Microsoft Windows 7 Professional,4096,3326
2022-01-20 15:23:53,Microsoft Windows 7 Professional,8192,3600
2022-06-07 07:32:08,Microsoft Windows 7 Professional,3072,2600
2022-07-15 15:48:22,Microsoft Windows 7 Professional,4096,2693
2021-12-15 12:55:59,Microsoft Windows 7 Professional,2048,2600
2022-10-27 08:39:59,Microsoft Windows 7 Professional,4096,2700
2022-10-27 12:38:46,Microsoft Windows 7 Professional,3550,3200
2021-11-08 10:00:57,Microsoft Windows 7 Professional,3550,3200
2021-11-19 15:20:16,Microsoft Windows 7 Professional,3072,3000
2021-11-19 14:37:10,Microsoft Windows 7 Professional,6144,3300
2022-10-27 11:22:41,Microsoft Windows 7 Professional,16384,3401
2021-11-03 08:10:42,Microsoft Windows 7 Professional,4096,2792
2022-06-01 11:10:05,Microsoft Windows 7 Professional,4096,2800
2022-05-13 07:53:13,Microsoft Windows 7 Professional,3550,3200
2022-10-27 12:12:31,Microsoft Windows 7 Professional,6144,3300
2022-08-10 11:36:52,Microsoft Windows 7 Professional,4096,2600
2022-10-27 14:49:28,Microsoft Windows 10 Pro,8192,2904
2022-10-27 10:02:14,Microsoft Windows 11 Pro,8192,2904
2022-10-27 08:13:04,Microsoft Windows 10 Pro,8192,2904
2022-10-26 22:23:21,Microsoft Windows 10 Pro,8192,2904
2022-10-27 07:23:36,Microsoft Windows 10 Pro,6425,2904
2022-10-21 17:04:17,Microsoft Windows 10 Pro,8192,2904
2022-10-27 08:10:54,Microsoft Windows 10 Pro,8192,2904
2022-10-27 12:40:59,Microsoft Windows 11 Pro,8192,2904
2022-07-04 09:44:27,Microsoft Windows 10 Pro for Workstations,16384,3408
2022-07-11 09:59:12,Microsoft Windows 10 Pro,8192,2904
2022-07-11 10:07:14,Microsoft Windows 11 Pro,8192,2904
2022-09-15 12:35:56,Microsoft Windows 10 Pro,8192,2904
2022-10-27 11:16:36,Microsoft Windows 10 Pro,8192,2904
2022-10-27 08:08:46,Microsoft Windows 10 Pro,8192,2904
2022-07-01 10:41:59,Microsoft Windows 10 Pro,8192,2904
2022-07-04 15:53:12,Microsoft Windows 10 Pro,8192,2904
2022-07-05 10:57:41,Microsoft Windows 10 Pro,8192,2904
2022-07-05 13:22:27,Microsoft Windows 10 Pro,8192,2904
2022-07-13 11:11:13,Microsoft Windows 10 Pro,8192,2904
2022-07-05 11:14:59,Microsoft Windows 10 Pro,8192,2904
2022-07-05 10:16:03,Microsoft Windows 10 Pro,8192,2904
2022-07-05 10:23:43,Microsoft Windows 10 Pro,8192,2904
2022-07-05 10:20:31,Microsoft Windows 10 Pro,8192,2904
2022-07-07 08:13:40,Microsoft Windows 10 Pro,8192,2904
2022-07-11 11:47:17,Microsoft Windows 10 Pro,8192,2904
2022-10-27 08:04:58,Microsoft Windows 10 Pro,8192,2904
2022-10-27 11:05:42,Microsoft Windows 10 Pro,8192,2904
2022-10-27 10:33:57,Microsoft Windows 10 Pro,8192,2904
2022-10-20 00:56:50,Microsoft Windows 10 Pro,8192,2904
2022-07-08 09:56:23,Microsoft Windows 10 Pro,8192,2904
2022-10-26 09:04:58,Microsoft Windows 10 Pro,8192,2904
2022-07-06 16:08:37,Microsoft Windows 10 Pro,8192,2904
2022-07-08 08:19:13,Microsoft Windows 10 Pro,8192,2904
2022-07-08 09:04:47,Microsoft Windows 10 Pro,8192,2904
2022-07-08 10:46:19,Microsoft Windows 10 Pro,8192,2904
2022-07-08 10:30:51,Microsoft Windows 11 Pro,8192,2904
2022-07-04 08:54:28,Microsoft Windows 10 Pro,8192,2904
2022-07-01 11:01:01,Microsoft Windows 10 Pro,8192,2904
2022-10-26 15:04:34,Microsoft Windows 10 Pro,8192,2904
2022-10-27 13:47:18,Microsoft Windows 10 Pro,8192,2904
2022-10-27 10:04:31,Microsoft Windows 10 Pro,8192,2904
2022-07-07 08:08:42,Microsoft Windows 11 Pro,8192,2904
2022-07-04 10:27:32,Microsoft Windows 10 Pro,8192,2904
2022-07-04 10:31:56,Microsoft Windows 11 Pro,8192,2904
2022-07-04 10:14:18,Microsoft Windows 10 Pro,8192,2904
2022-07-05 07:53:40,Microsoft Windows 10 Pro,8192,2904
2022-07-05 08:49:01,Microsoft Windows 11 Pro,8192,2904
2020-02-27 10:12:33,Microsoft Windows 7 Professional,2048,2133
2019-11-28 15:48:53,Microsoft Windows XP Professional,2048,2926
2019-09-06 13:43:34,Microsoft Windows XP Professional,2048,2925
2019-04-24 15:17:02,Microsoft Windows XP Professional,2048,2925
2020-03-13 11:58:22,Microsoft Windows XP Professional,2048,2926
2019-07-29 12:33:44,Microsoft Windows XP Professional,2048,2925
2021-01-15 13:03:44,Microsoft Windows XP Professional,1024,2194
2021-09-02 08:00:13,Microsoft Windows 7 Professional,1791,2800
2022-10-27 14:57:10,Microsoft Windows 7 Professional,2941,2936
2021-12-14 11:15:11,Microsoft Windows 7 Professional,2048,2133
2019-04-12 09:05:09,Microsoft Windows 7 Professional,2048,2933
2022-06-02 16:14:05,Microsoft Windows 7 Professional,2722,1700
2020-03-04 15:44:02,Microsoft Windows 7 Professional,2048,2933
2019-06-26 11:53:48,Microsoft Windows 7 Professional,2048,2133
2020-03-18 09:18:13,Microsoft Windows 7 Professional,2048,2133
2018-10-30 09:05:25,Microsoft Windows 7 Professional,2048,2133
2020-07-23 12:46:28,Microsoft Windows 7 Professional,4096,2401
2021-07-12 10:38:27,Microsoft Windows 7 Professional,2048,2800
2022-10-25 15:22:31,Microsoft Windows 7 Professional,1660,2133
2022-04-27 08:23:05,Microsoft Windows 7 Professional,2048,2133
2022-04-05 13:15:24,Microsoft Windows 7 Professional,2782,3200
2020-01-28 09:21:07,Microsoft Windows 7 Professional,2048,2133
2022-04-08 10:10:37,Microsoft Windows 7 Professional,2048,2800
2020-03-13 13:35:04,Microsoft Windows 7 Professional,3327,3000
2019-02-11 12:24:40,Microsoft Windows 7 Professional,2048,2926
2021-11-11 09:17:33,Microsoft Windows 7 Ultimate,8192,3800
2018-12-12 11:14:00,Microsoft Windows 7 Ultimate,1024,2200
2022-10-26 23:06:15,Microsoft Windows Server 2008 R2 Enterprise,2048,2400
2018-10-03 11:59:17,Microsoft Windows 7 Professional,4096,2200
2018-12-17 15:18:58,Microsoft Windows 7 Professional,2048,2400
2018-09-26 16:22:46,Microsoft Windows 10 Pro,16384,3001
2019-01-09 13:29:57,Microsoft Windows 10 Pro,16384,3001
2021-01-15 15:48:02,Microsoft Windows 10 Pro,4096,3700
2022-03-02 19:45:55,Microsoft Windows 10 Pro,6433,2112
2021-09-08 11:06:56,Microsoft Windows 10 Pro,4096,3300
2020-10-02 14:13:18,Microsoft Windows 10 Pro,4096,3500
2021-08-31 09:28:34,Microsoft Windows 10 Pro,8192,3408
2022-05-26 08:52:32,Microsoft Windows 10 Pro,16384,2904
2022-10-26 08:07:57,Microsoft Windows 10 Pro,8192,3408
2019-10-10 10:16:44,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:43:30,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:53:02,Microsoft Windows 10 Pro,8192,3408
2022-10-27 11:44:31,Microsoft Windows 10 Pro,8192,3408
2021-06-02 12:56:39,Microsoft Windows 10 Pro,5731,2496
2021-10-21 17:51:05,Microsoft Windows 10 Pro,6144,2661
2022-06-23 18:16:13,Microsoft Windows 10 Pro,8192,2112
2022-08-15 14:55:59,Microsoft Windows 10 Pro,8192,3600
2022-10-27 08:55:46,Microsoft Windows 10 Pro,16384,2904
2022-10-27 13:17:19,Microsoft Windows 10 Pro,8192,3600
2019-11-06 16:08:12,Microsoft Windows 10 Pro,8192,3600
2022-10-26 21:17:30,Microsoft Windows 10 Pro,8192,3408
2022-10-11 14:00:25,Microsoft Windows 10 Pro,8192,2904
2019-01-18 08:59:06,Microsoft Windows 10 Pro,8192,2496
2019-01-24 10:56:01,Microsoft Windows 10 Pro,8192,2496
2022-10-27 08:05:00,Microsoft Windows 10 Pro,8192,3600
2022-04-18 07:07:23,Microsoft Windows 10 Pro,6144,3200
2021-02-25 16:18:18,Microsoft Windows 10 Pro,4096,2400
2022-10-27 12:50:04,Microsoft Windows 10 Pro,5731,3504
2022-10-27 09:27:01,Microsoft Windows 10 Pro,16384,3000
2022-01-17 16:44:16,Microsoft Windows 10 Pro,8192,2112
2019-11-20 19:36:46,Microsoft Windows 10 Pro,8192,2496
2022-10-18 09:00:56,Microsoft Windows 10 Pro,8192,3408
2021-09-29 08:45:01,Microsoft Windows 10 Pro,8192,3408
2022-10-27 07:13:22,Microsoft Windows 10 Pro,8192,2496
2022-10-27 11:23:45,Microsoft Windows 10 Pro,8192,2904
2022-04-20 08:56:04,Microsoft Windows 10 Pro,8192,3600
2022-10-27 09:16:02,Microsoft Windows 11 Pro,8192,3600
2022-10-27 13:24:39,Microsoft Windows 10 Pro,8192,3408
2019-07-01 13:01:48,Microsoft Windows 10 Pro,8192,3600
2022-10-27 09:36:17,Microsoft Windows 10 Pro,6144,3400
2022-04-20 10:47:03,Microsoft Windows 10 Pro,6433,2112
2021-06-25 08:07:17,Microsoft Windows 10 Pro,3523,3300
2022-10-14 07:58:17,Microsoft Windows 10 Pro,4096,3408
2019-08-27 13:22:12,Microsoft Windows 10 Pro,4096,2936
2022-10-21 08:50:19,Microsoft Windows 10 Pro,8192,3408
2022-10-27 13:25:32,Microsoft Windows 10 Pro,8192,3600
2019-10-11 09:36:30,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:05:20,Microsoft Windows 10 Pro,8192,3600
2022-07-11 09:39:04,Microsoft Windows 10 Pro,4096,2933
2022-10-27 07:32:56,Microsoft Windows 10 Pro,8192,2904
2022-05-02 16:46:11,Microsoft Windows 11 Pro,8192,2112
2022-10-27 12:49:40,Microsoft Windows 10 Pro,8192,2904
2022-10-26 15:54:36,Microsoft Windows 10 Pro,14739,3000
2018-10-01 09:38:06,Microsoft Windows 10 Pro,8192,3408
2022-08-05 13:50:56,Microsoft Windows 10 Pro,8192,3600
2022-10-27 11:14:13,Microsoft Windows 10 Pro,8192,3600
2022-10-26 14:26:56,Microsoft Windows 10 Pro,8192,3408
2022-08-05 18:35:54,Microsoft Windows 10 Pro,8192,3600
2022-10-27 14:02:31,Microsoft Windows 10 Pro,16384,3000
2022-10-27 09:16:39,Microsoft Windows 10 Pro,8192,3600
2022-10-27 15:14:10,Microsoft Windows 10 Pro,8192,3600
2022-07-28 16:57:48,Microsoft Windows 8 Professional Edition,7937,3600
2022-10-27 15:07:23,Microsoft Windows 10 Pro,8192,3600
2022-10-27 10:02:38,Microsoft Windows 10 Pro,6425,3600
2019-02-01 15:02:28,Microsoft Windows 10 Pro,8192,3408
2022-06-23 13:36:13,Microsoft Windows 10 Pro,4096,3300
2022-10-27 12:04:14,Microsoft Windows 10 Pro,3507,3504
2020-07-07 15:25:01,Microsoft Windows 10 Pro,8192,3408
2019-02-04 15:40:50,Microsoft Windows 10 Pro,8192,3408
2022-03-03 01:07:43,Microsoft Windows 10 Pro,6433,2112
2019-10-11 09:54:25,Microsoft Windows 10 Pro,8192,3408
2020-07-15 17:01:17,Microsoft Windows 10 Pro,8192,2496
2020-12-04 14:59:16,Microsoft Windows 10 Pro,8192,3408
2021-12-22 10:04:42,Microsoft Windows 10 Pro,6144,3100
2022-10-26 07:56:37,Microsoft Windows 10 Pro,14739,3000
2018-09-28 15:56:33,Microsoft Windows 10 Pro,2004,2494
2022-02-15 15:02:03,Microsoft Windows 10 Pro,6433,2112
2022-10-27 14:16:25,Microsoft Windows 10 Pro,8192,2904
2022-01-05 04:45:12,Microsoft Windows 10 Pro,8192,3600
2022-10-25 12:27:46,Microsoft Windows 10 Pro,8192,3408
2022-09-01 11:16:33,Microsoft Windows 10 Pro,6433,2112
2022-08-05 19:27:49,Microsoft Windows 10 Pro,8192,3600
2022-10-27 04:35:37,Microsoft Windows 11 Pro,16384,3000
2018-09-19 08:21:22,Microsoft Windows 10 Pro,4096,3001
2019-12-09 10:32:55,Microsoft Windows 10 Pro,6551,3600
2022-04-19 11:59:27,Microsoft Windows 10 Pro,8192,3600
2022-10-27 10:39:02,Microsoft Windows 10 Pro,8192,3600
2022-10-26 09:11:07,Microsoft Windows 11 Pro,8192,2904
2022-03-02 09:31:32,Microsoft Windows 10 Pro,6433,2112
2022-10-27 12:23:19,Microsoft Windows 10 Pro,8192,2904
2019-10-10 10:48:11,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:11:35,Microsoft Windows 10 Pro,8192,3600
2021-01-08 09:26:03,Microsoft Windows 10 Pro,8192,3408
2022-10-27 12:48:44,Microsoft Windows 10 Pro,8192,3600
2020-07-10 10:29:50,Microsoft Windows 10 Pro,16384,3000
2022-06-02 13:32:35,Microsoft Windows 10 Pro,6433,2112
2020-06-18 08:18:47,Microsoft Windows 10 Pro,8192,3600
2018-10-26 16:24:13,Microsoft Windows 10 Pro,4096,3408
2022-10-27 11:32:59,Microsoft Windows 10 Pro,8192,3600
2022-10-27 14:15:24,Microsoft Windows 10 Pro,8192,3600
2020-03-10 15:17:57,Microsoft Windows 10 Pro,8192,3408
2020-09-09 07:37:54,Microsoft Windows 10 Pro,4096,2901
2019-10-11 08:46:37,Microsoft Windows 10 Pro,8192,3408
2022-09-27 08:07:30,Microsoft Windows 10 Pro,8192,3408
2022-08-05 07:59:39,Microsoft Windows 10 Pro,8192,3600
2021-12-13 12:07:14,Microsoft Windows 10 Pro,3535,3600
2020-08-11 11:37:12,Microsoft Windows 10 Pro,8192,3600
2022-10-27 10:53:09,Microsoft Windows 10 Pro,16384,3000
2019-08-26 10:09:22,Microsoft Windows 10 Pro,8192,3408
2022-10-26 08:13:12,Microsoft Windows 10 Pro,8192,3600
2022-10-21 17:12:45,Microsoft Windows 10 Pro,8192,3408
2022-08-12 06:51:53,Microsoft Windows 10 Pro,12288,3600
2022-08-12 14:38:37,Microsoft Windows 10 Pro,12288,3600
2022-09-21 09:03:04,Microsoft Windows 10 Pro,8192,3300
2022-08-05 17:11:12,Microsoft Windows 10 Pro,8192,3600
2022-10-14 10:38:35,Microsoft Windows 10 Pro,8192,3500
2020-06-28 19:28:23,Microsoft Windows 10 Pro,8192,3600
2020-04-01 11:19:16,Microsoft Windows 10 Pro,5731,2496
2022-10-26 08:24:30,Microsoft Windows 10 Pro,5711,2496
2022-10-27 09:00:13,Microsoft Windows 10 Pro,8192,2904
2019-10-10 08:46:01,Microsoft Windows 10 Pro,8192,3408
2021-08-09 09:03:08,Microsoft Windows 10 Pro,6551,3600
2020-05-25 12:33:55,Microsoft Windows 10 Pro,4096,3001
2020-05-27 16:24:19,Microsoft Windows 10 Pro,4096,3001
2022-10-27 14:37:40,Microsoft Windows 10 Pro,8192,2496
2022-10-27 08:15:02,Microsoft Windows 10 Pro,8192,3408
2022-10-26 17:42:35,Microsoft Windows 10 Pro,16384,3000
2022-10-27 08:00:19,Microsoft Windows 10 Pro,8192,3600
2022-05-06 15:51:27,Microsoft Windows 10 Pro,6425,3600
2022-10-27 08:03:24,Microsoft Windows 11 Pro,8192,3600
2021-08-20 10:40:21,Microsoft Windows 10 Pro,3025,3600
2022-10-26 20:08:52,Microsoft Windows 10 Pro,8192,3000
2022-10-21 09:26:51,Microsoft Windows 10 Pro,6548,3600
2021-05-24 02:52:07,Microsoft Windows 10 Pro,8192,2496
2022-08-05 15:01:20,Microsoft Windows 10 Pro,6425,3600
2022-10-27 09:56:19,Microsoft Windows 10 Pro,16384,3000
2022-10-24 08:15:28,Microsoft Windows 10 Pro,8192,3408
2022-10-26 18:10:48,Microsoft Windows 10 Pro,8192,3600
2018-12-03 08:32:25,Microsoft Windows 10 Pro,16384,3201
2022-10-26 08:53:19,Microsoft Windows 10 Pro,8192,2904
2022-10-27 08:32:21,Microsoft Windows 10 Pro,8192,3600
2019-03-14 10:24:25,Microsoft Windows 10 Pro,8192,2496
2022-10-27 09:43:49,Microsoft Windows 10 Pro,8192,3408
2019-10-11 07:53:10,Microsoft Windows 10 Pro,8192,3408
2022-04-04 15:38:09,Microsoft Windows 10 Pro,6433,2112
2021-07-05 09:28:36,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:20:38,Microsoft Windows 10 Pro,8192,3600
2022-03-02 19:51:05,Microsoft Windows 10 Pro,6433,2112
2022-10-27 06:43:33,Microsoft Windows 10 Pro,8192,3408
2022-10-27 10:38:35,Microsoft Windows 10 Pro,8192,3408
2021-04-16 10:29:15,Microsoft Windows 10 Pro,16384,3000
2020-12-09 11:20:04,Microsoft Windows 10 Pro,6548,3600
2022-04-20 10:37:26,Microsoft Windows 10 Pro,8192,2904
2022-10-27 09:37:50,Microsoft Windows 10 Pro,8192,2904
2022-06-09 09:52:24,Microsoft Windows 10 Pro,8192,3408
2019-09-27 18:11:32,Microsoft Windows 10 Pro,12288,3600
2022-04-19 15:41:27,Microsoft Windows 10 Pro,8192,3408
2020-12-23 11:54:25,Microsoft Windows 10 Pro,8192,2301
2022-10-27 09:23:16,Microsoft Windows 10 Pro,8192,3408
2022-10-27 12:30:43,Microsoft Windows 10 Pro,8192,3408
2022-10-27 05:41:53,Microsoft Windows 7 Professional,3519,2933
2022-10-27 07:59:39,Microsoft Windows 7 Professional,4096,2936
2018-10-25 17:42:47,Microsoft Windows 7 Professional,1791,3100
2021-12-01 16:26:21,Microsoft Windows 7 Professional,3543,2933
2022-10-26 11:13:18,Microsoft Windows 7 Professional,2782,3200
2018-10-24 09:14:10,Microsoft Windows 7 Professional,2048,2500
2021-12-09 19:00:05,Microsoft Windows 7 Professional,4096,3100
2022-10-04 10:10:54,Microsoft Windows 7 Professional,2048,2933
2022-10-27 08:54:07,Microsoft Windows 7 Professional,2048,2933
2020-09-01 12:17:02,Microsoft Windows 7 Professional,2048,2933
2019-01-08 11:22:16,Microsoft Windows 7 Professional,1024,2394
2021-07-12 14:26:17,Microsoft Windows 7 Professional,4096,2936
2021-09-30 15:46:38,Microsoft Windows 7 Professional,4096,2936
2021-07-27 15:47:10,Microsoft Windows 7 Professional,3453,2936
2022-10-27 12:29:36,Microsoft Windows 7 Professional,3453,2936
2018-10-02 08:33:58,Microsoft Windows 7 Professional,2048,2933
2019-04-29 16:26:51,Microsoft Windows 7 Professional,2048,2133
2021-07-12 15:22:34,Microsoft Windows 7 Professional,4096,2936
2019-01-02 09:34:46,Microsoft Windows 7 Professional,4096,2936
2018-11-07 08:15:26,Microsoft Windows 7 Professional,1502,3200
2020-06-03 14:38:21,Microsoft Windows 7 Professional,1502,3200
2022-10-27 12:25:21,Microsoft Windows 7 Professional,4096,2901
2019-03-14 11:47:08,Microsoft Windows 7 Professional,2048,2933
2022-02-18 17:16:10,Microsoft Windows 7 Professional,3317,2800
2020-01-09 13:06:17,Microsoft Windows XP Professional,1791,2812
2018-10-11 09:21:10,Microsoft Windows 10 Pro,4096,2936
2019-08-16 16:33:56,Microsoft Windows 7 Professional,4096,2936
2019-03-26 05:45:11,Microsoft Windows 7 Ultimate,959,2712
2022-09-10 15:07:06,Microsoft Windows 7 Professional,2048,2133
2018-10-29 08:32:02,Microsoft Windows 7 Professional,2048,1867
2018-10-30 13:03:26,Microsoft Windows 7 Professional,2048,1867
2018-12-13 13:46:50,Microsoft Windows 7 Professional,2048,1867
2019-01-03 09:30:01,Microsoft Windows 7 Professional,2048,1867
2019-01-07 16:26:59,Microsoft Windows 7 Professional,2048,1867
2018-12-17 11:37:40,Microsoft Windows 7 Professional,2048,2800
2020-05-20 12:42:32,Microsoft Windows 7 Professional,3534,1900
2020-06-19 16:32:40,Microsoft Windows 7 Professional,2782,3200
2018-12-13 13:11:19,Microsoft Windows 7 Ultimate,2048,2926
2018-11-05 16:25:10,Microsoft Windows 7 Ultimate,2048,2133
2020-02-10 08:51:27,Microsoft Windows 7 Ultimate,2048,1900
2018-10-02 08:35:47,Microsoft Windows 7 Professional,2782,3200
2022-10-27 08:07:59,Microsoft Windows 7 Professional,3453,2936
2022-10-27 11:55:19,Microsoft Windows 7 Professional,2048,2800
2019-02-07 10:31:44,Microsoft Windows 7 Professional,2048,2933
2022-10-05 12:50:17,Microsoft Windows 7 Professional,2048,2933
2022-10-24 13:00:17,Microsoft Windows 7 Professional,2048,2800
2020-01-16 11:16:04,Microsoft Windows 7 Professional,2048,2133
2022-10-13 12:57:15,Microsoft Windows 7 Professional,1791,3100
2021-05-04 13:02:54,Microsoft Windows 7 Professional,2048,2133
2019-08-15 13:00:25,Microsoft Windows 7 Professional,1791,3100
2022-03-23 09:04:18,Microsoft Windows 7 Professional,2048,2933
