Account info: TAG;Last inventory;Computer;User;Operating system;RAM (MB);CPU (MHz);
NA;2022-07-26 11:27:45;CT01-000406;Administrador;Microsoft Windows 8.1 Pro;4096;3200;
NA;2022-07-26 09:52:37;CT01-000823;SISTEMA;Microsoft Windows 7 Professional;4096;2936;
NA;2022-07-26 08:23:17;PAT-011-PC;rochele.rodrigues;Microsoft Windows 7 Professional;4096;2936;
;2022-07-25 16:26:32;GP014;SISTEMA;Microsoft Windows 7 Professional;2048;2933;
;2022-07-21 14:24:22;PMC-1378;matheus.elizalde;Microsoft Windows 7 Professional;2941;2936;
NA;2022-07-21 12:16:31;CT01-000185;scheila.oliveira;Microsoft Windows 7 Professional;2048;2933;
NA;2022-07-21 11:34:01;SME-72;SISTEMA;Microsoft Windows 7 Ultimate;1984;1908;
;2022-07-21 11:17:34;PMC015895;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
;2022-07-21 10:46:48;SME-0001;Michel.Vargas;Microsoft Windows 7 Ultimate;4096;2936;
NA;2022-07-21 10:25:18;CT01-000142;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2022-07-21 09:49:35;CT01-002250;SISTEMA;Microsoft Windows 7 Professional;4096;2936;
;2022-07-21 06:12:53;CT01-001657;adriana.caetano;Microsoft® Windows Vista™ Business;2048;2933;
NA;2022-07-20 15:19:38;CT01-001573;viviane.deoliveira;Microsoft Windows 7 Professional;8192;3200;
NA;2022-07-20 11:57:44;CT01-001322;Administrador;Microsoft® Windows Vista™ Business;2048;2800;
;2022-07-20 11:38:05;PMC019980;promed.giulia;Microsoft Windows 7 Professional;2782;3200;
NA;2022-07-20 08:07:51;CT01-002357;Administrador;Microsoft Windows 10 Pro;8192;3901;
NA;2022-07-19 11:12:49;CT01-004711;cristina.butzge;Microsoft Windows 7 Professional;2048;2800;
;2022-07-19 08:00:50;PMC302251;luciana.vaz;Microsoft Windows 7 Professional;2048;2933;
;2022-07-18 16:33:57;WS005303451;SISTEMA;Microsoft Windows 7 Professional;2048;2933;
NA;2022-07-18 09:57:43;CT01-001168;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2022-07-18 09:29:58;CT01-003611;bernardo.caron;Microsoft Windows 10 Pro;4096;3001;
NA;2022-07-16 07:47:18;CT01-004371;leila.cardozo;Microsoft Windows 10 Pro;8192;3600;
NA;2022-07-15 17:09:05;CT01-004278;matheus.alegre;Microsoft® Windows Vista™ Business;3198;2400;
NA;2022-07-15 15:48:22;CTS1508;Administrador;Microsoft Windows 7 Professional;4096;2693;
NA;2022-07-15 13:48:08;CT01-004780;SISTEMA;Microsoft Windows 7 Professional;6144;3300;
NA;2022-07-15 12:27:00;CT01-004342;silvia.marcon;Microsoft Windows 10 Pro;16384;3000;
NA;2022-07-15 10:25:59;CT01-003611;bernardo.caron;Microsoft Windows 10 Pro;4096;3001;
NA;2022-07-14 16:53:34;CT01-001282;gabriela.vargas;Microsoft Windows 7 Professional;1502;3200;
;2022-07-14 15:01:37;GP00052;liliane.veiga;Microsoft Windows 7 Professional;2048;2933;
;2022-07-14 13:47:31;CT01-000678;alexandre.denardi;Microsoft Windows XP Professional;3317;2792;
NA;2022-07-14 13:08:46;CT01-000351;gustavo.hansen;Microsoft Windows XP Professional;1024;2194;
NA;2022-07-14 09:53:33;CT01-003744;nedy.marques;Microsoft Windows 10 Pro;8192;3408;
NA;2022-07-14 08:51:58;CT01-002502;Administrador;Microsoft Windows 7 Professional;2048;2933;
;2022-07-13 13:34:55;PMC00SW3V;SISTEMA;Microsoft Windows 7 Professional;3500;2901;
NA;2022-07-13 11:11:13;CTSME7039;teresa.cobalchini;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-12 08:56:16;CT01-000305;yc.viviane;Microsoft Windows 7 Professional;8192;3200;
NA;2022-07-12 08:11:10;CT01-003941;vinicius.pardal;Microsoft Windows 10 Pro;6548;3600;
NA;2022-07-11 15:03:44;CT01-000720;SISTEMA;Microsoft Windows 7 Professional;8192;3800;
NA;2022-07-11 11:47:17;CTSME7047;josiane.serpa;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-11 11:08:23;CT01-004183;herinton.filgueiras;Microsoft Windows 10 Pro;8192;3700;
;2022-07-11 10:24:28;SME-DIE0021;Administrador;Microsoft Windows 7 Ultimate;1536;1800;
NA;2022-07-11 10:07:14;CTSME7017;nicolas.andrade;Microsoft Windows 11 Pro;8192;2904;
NA;2022-07-11 09:59:12;CTSME7016;;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-11 09:39:04;DESKTOP-A8U9SKC;;Microsoft Windows 10 Pro;4096;2933;
;2022-07-08 14:02:49;CT01-003358;vinicius.moreira;Microsoft Windows 7 Professional;4096;2936;
NA;2022-07-08 10:46:19;CTSME7060;user;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-08 10:30:51;CTSME7061;;Microsoft Windows 11 Pro;8192;2904;
NA;2022-07-08 09:56:23;CTSME7054;;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-08 09:04:47;CTSME7059;mirian.vidal;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-08 08:54:56;PAT-127248;juliano.goncalves;Microsoft Windows 10 Pro;8192;2112;
NA;2022-07-08 08:19:13;CTSME7058;carolina.fernandes;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-07 18:10:30;SME-020;SISTEMA;Microsoft Windows 7 Professional;3072;2933;
NA;2022-07-07 09:29:13;CT01-000720;eliane.passos;Microsoft Windows 7 Professional;7166;3800;
NA;2022-07-07 08:13:40;CTSME7046;graziela.britto;Microsoft Windows 10 Pro;8192;2904;
;2022-07-07 08:08:42;CTSME7083;gabriela.peduce;Microsoft Windows 11 Pro;8192;2904;
NA;2022-07-07 08:02:37;CT01-003611;bernardo.caron;Microsoft Windows 10 Pro;4096;3001;
;2022-07-06 16:29:55;GP003;vanessa.ribeiro;Microsoft Windows 7 Professional;2048;2933;
NA;2022-07-06 16:08:37;CTSME7057;rodrigo.nunes;Microsoft Windows 10 Pro;8192;2904;
;2022-07-05 16:40:38;SMF-105172;gabriela.vargas;Microsoft Windows 7 Professional;1502;3200;
NA;2022-07-05 16:27:18;CT01-000452;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2022-07-05 16:06:57;SME-12;Valter.Schmeling;Microsoft Windows 7 Professional;2048;2793;
NA;2022-07-05 15:51:45;CT01-004279;Valter.Schmeling;Microsoft Windows 7 Professional;8192;3201;
;2022-07-05 15:33:29;PMC33FNWX;sandra.alves;Microsoft Windows 7 Professional;4096;2936;
NA;2022-07-05 14:45:36;SME-125562;Valter.Schmeling;Microsoft Windows 10 Pro;2521;3300;
NA;2022-07-05 13:42:53;CT01-000976;franciane.bassedoni;Microsoft Windows 7 Professional;2782;3200;
NA;2022-07-05 13:22:27;CTSME7035;gisele.martins;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-05 11:14:59;CTSME7040;;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-05 10:57:41;CTSME7034;bruno.machado;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-05 10:23:43;CTSME7044;carolina.tedesco;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-05 10:20:31;CTSME7045;luana.vieira;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-05 10:16:03;CTSME7043;bruna.martins;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-05 08:49:01;CTSME7107;ivete.kruger;Microsoft Windows 11 Pro;8192;2904;
NA;2022-07-05 07:56:35;SMPG-RAQUEL404;raquel.soccol;Microsoft Windows 10 Pro;8192;3600;
NA;2022-07-05 07:53:40;CTSME7089;claudia.baroni;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-04 15:53:12;CTSME7033;mariah.luz;Microsoft Windows 10 Pro;8192;2904;
;2022-07-04 13:28:25;SMRI-3730;vitor.pugens;Microsoft Windows 7 Professional;2941;2936;
NA;2022-07-04 10:31:56;CTSME7085;;Microsoft Windows 11 Pro;8192;2904;
NA;2022-07-04 10:27:32;CTSME7084;Administrador;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-04 10:14:18;CTSME7088;bruno.gutierres;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-04 09:44:27;CTSME7010;nicolas.andrade;Microsoft Windows 10 Pro for Workstations;16384;3408;
NA;2022-07-04 08:54:28;CTSME7070;;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-01 11:01:01;CTSME7076;;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-01 10:41:59;CTSME7028;Administrador;Microsoft Windows 10 Pro;8192;2904;
NA;2022-07-01 09:07:12;CGM806;SISTEMA;Microsoft Windows 7 Professional;3072;2933;
;2022-07-01 08:14:42;CT01-000003;rosane.botelho;Microsoft Windows 7 Professional;4096;2936;
;2022-06-30 15:23:46;PGM-3683;rodrigo.doliveira;Microsoft Windows 7 Professional;2941;2936;
NA;2022-06-30 07:41:15;CT01-001101;Administrador;Microsoft Windows 7 Professional;4096;2936;
NA;2022-06-29 11:37:16;CT01-001858;everton.silva;Microsoft Windows 7 Professional;3072;2933;
NA;2022-06-29 08:52:38;CT01-000362;fernanda.cabreira;Microsoft Windows 7 Professional;4096;2936;
;2022-06-29 08:30:26;WS005301919;Administrador;Microsoft® Windows Vista™ Business;2048;2933;
NA;2022-06-29 08:23:04;CT01-001307;hellen.torales;Microsoft Windows 7 Professional;4096;2936;
NA;2022-06-28 11:32:18;SME-14;SISTEMA;Microsoft Windows 7 Professional;2048;2600;
NA;2022-06-28 09:04:41;CT01-004430;everton.silva;Microsoft Windows 7 Professional;4096;3000;
;2022-06-28 08:10:29;PMC-302058;rejane.nunes;Microsoft Windows 7 Professional;2048;2133;
NA;2022-06-27 15:58:45;SME-03;Administrador;Microsoft Windows 7 Professional;2048;2933;
;2022-06-27 15:37:11;PMC068563;Administrador;Microsoft Windows 7 Professional;4096;2901;
NA;2022-06-27 09:30:52;CT01-000663;tatiane.darosa;Microsoft Windows 7 Professional;2048;2133;
NA;2022-06-27 09:22:00;CT01-003268;john.willian;Microsoft Windows 10 Pro;16384;3408;
NA;2022-06-27 07:46:57;CT01-001372;alessandra.valdez;Microsoft Windows 8.1 Pro;3550;3200;
;2022-06-24 16:59:28;PMCX3128;Administrador;Microsoft Windows 7 Professional;2941;2936;
NA;2022-06-24 12:48:31;CT01-003448;SISTEMA;Microsoft Windows 7 Professional;4096;2936;
;2022-06-24 08:42:42;CT01-000505;pamela.schaidhauer;Microsoft Windows 7 Professional;2941;2936;
NA;2022-06-23 18:16:13;DESKTOP-3E31548;rodrigo.srodrigues;Microsoft Windows 10 Pro;8192;2112;
NA;2022-06-23 13:44:24;CT01-001093;sandra.frozza;Microsoft Windows 7 Professional;4096;2936;
NA;2022-06-23 13:36:13;DESKTOP-C135L6S;danielle.carniel;Microsoft Windows 10 Pro;4096;3300;
NA;2022-06-23 13:24:14;CT01-003733;tabajara.vieira;Microsoft Windows 10 Pro;4096;3408;
NA;2022-06-22 17:35:45;SME-08;cristina.butzge;Microsoft Windows 7 Professional;2048;2800;
;2022-06-22 14:47:47;CT01-000791;evelyn.silva;Microsoft Windows XP Professional;2048;2926;
NA;2022-06-22 10:41:32;CT01-004022;carla.avila;Microsoft Windows 7 Professional;2048;2600;
NA;2022-06-22 08:44:37;CT01-000919;marcia.gabriela;Microsoft Windows 7 Professional;1660;2133;
;2022-06-21 11:33:01;PMC-2845;Administrador;Microsoft Windows 7 Professional;2941;2936;
;2022-06-21 10:14:37;PMC003125;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2022-06-20 17:21:37;CT01-004354;Administrador;Microsoft Windows 7 Professional;1024;2133;
NA;2022-06-20 16:54:49;CT01-004354;Administrador;Microsoft Windows 7 Professional;1024;2133;
NA;2022-06-20 16:21:23;CT01-004354;Administrador;Microsoft Windows 7 Professional;1024;2133;
;2022-06-20 15:38:15;SMRI-302337;carlos.rogerio;Microsoft Windows XP Professional;2048;2925;
NA;2022-06-20 08:40:24;TORRE128159;SISTEMA;Microsoft Windows 7 Ultimate;3293;3000;
NA;2022-06-18 15:25:59;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
;2022-06-17 15:16:36;CT01-000925;SISTEMA;Microsoft Windows 7 Professional;3072;2933;
;2022-06-15 11:22:16;CT01-000914;iassana.garcia;Microsoft® Windows Vista™ Ultimate;2048;2800;
NA;2022-06-14 12:11:26;CT01-001108;rayssa.emiliano;Microsoft Windows 7 Professional;4096;2936;
NA;2022-06-14 08:36:42;CTS1503;daniel.silveira;Microsoft Windows 7 Professional;3507;3600;
NA;2022-06-13 17:08:28;CT01-003783;Administrador;Microsoft Windows 10 Pro;8192;3408;
NA;2022-06-13 14:17:15;SME-35;gabriela.peduce;Microsoft Windows 7 Professional;3072;2700;
NA;2022-06-13 11:43:34;PMCXL1BK527;paulo.pinto;Microsoft Windows 7 Professional;3551;3000;
NA;2022-06-13 08:20:18;SME-33;SISTEMA;Microsoft Windows 7 Professional;2048;2700;
;2022-06-10 19:07:41;CT01-004354;katia.rabuske;Microsoft Windows 7 Professional;1024;2133;
;2022-06-10 11:35:26;PMC2875;SISTEMA;Microsoft Windows 7 Professional;4096;2936;
NA;2022-06-10 10:08:30;CT01-004600;cinara.souza;Microsoft Windows 10 Pro;8192;2112;
NA;2022-06-10 08:34:15;CT01-000017;yc.julia;Microsoft Windows 7 Professional;2048;2936;
NA;2022-06-10 08:34:01;SME-36;SISTEMA;Microsoft Windows 7 Professional;3072;2933;
NA;2022-06-09 10:16:50;SME-CINTIA;fernanda.silva;Microsoft Windows 7 Professional;2782;3200;
NA;2022-06-09 09:54:16;PT-125569;lucas.pereira;Microsoft Windows 7 Professional;3013;3600;
;2022-06-09 09:52:24;DESKTOP-VO1320G;gabriela.darosa;Microsoft Windows 10 Pro;8192;3408;
NA;2022-06-09 09:50:29;CTS1502;daniel.silveira;Microsoft Windows 7 Professional;3535;3600;
NA;2022-06-09 09:49:53;PT-125567;janaina.silva;Microsoft Windows 10 Pro;3480;3300;
NA;2022-06-09 09:42:43;SME-71;alice.neves;Microsoft Windows 7 Ultimate;2526;3200;
;2022-06-09 09:39:44;PMC-301509;administrador;Microsoft Windows XP Professional;3317;2792;
;2022-06-09 09:38:30;TELESMS-16;SISTEMA;Microsoft Windows 7 Professional;6878;3200;
;2022-06-09 08:49:31;CT01-000405;fernanda.silva;Microsoft Windows 7 Professional;2782;3200;
NA;2022-06-08 14:53:17;SME-17;SISTEMA;Microsoft Windows 7 Professional;2048;2600;
NA;2022-06-08 14:20:36;CT01-000180;rafael.policena;Microsoft Windows 7 Professional;4096;2800;
NA;2022-06-08 13:18:31;CT01-004609;vinicius.moreira;Microsoft Windows 7 Professional;4096;2893;
NA;2022-06-08 11:06:55;CT01-004124;simone.flach;Microsoft Windows 7 Professional;3543;2667;
NA;2022-06-08 10:52:55;SME-45;carolina.tedesco;Microsoft Windows 7 Professional;2048;2700;
;2022-06-08 08:02:14;PMC020041;yc.viviane;Microsoft Windows 7 Professional;8192;3200;
NA;2022-06-08 07:26:19;CT01-004109;teresa.cobalchini;Microsoft Windows 7 Professional;3072;2600;
;2022-06-07 20:45:55;SME-AD010;rodrigo.nunes;Microsoft Windows 7 Professional;3550;3200;
NA;2022-06-07 12:35:12;SME-11;denise.farias;Microsoft Windows 7 Professional;2048;2700;
NA;2022-06-07 10:28:17;CT01-004315;paulo.flopes;Microsoft Windows 10 Pro;8192;3600;
NA;2022-06-07 10:17:59;CT01-003825;alexandre.marta;Microsoft Windows 7 Professional;2048;2600;
NA;2022-06-07 10:06:55;CT01-001623-;paulo.pinto;Microsoft Windows 7 Professional;4096;2936;
NA;2022-06-07 07:32:08;CTS1507;christiane.oliveira;Microsoft Windows 7 Professional;3072;2600;
NA;2022-06-06 13:48:22;CAIXA2-SAPIRANG;lenara.pereira;Microsoft Windows 10 Pro;3535;3600;
;2022-06-03 15:08:26;TELESMS-13;tagiane.dsantos;Microsoft Windows 7 Professional;8192;3194;
NA;2022-06-03 08:27:24;CT01-000536;luis.araujo;Microsoft Windows 7 Professional;2048;2133;
NA;2022-06-03 08:14:52;CT01-000916;rafael.mota;Microsoft Windows 7 Professional;1502;3200;
;2022-06-02 16:14:05;DCA-402;marcelo.reis;Microsoft Windows 7 Professional;2722;1700;
NA;2022-06-02 15:17:19;SME-19;gisele.martins;Microsoft Windows 7 Ultimate;2048;2700;
;2022-06-02 15:07:00;CT01-000201;lenita.andreazza;Microsoft Windows 7 Professional;4096;2936;
NA;2022-06-02 13:32:35;DESKTOP-L1MSLMQ;angela.nunes;Microsoft Windows 10 Pro;6433;2112;
NA;2022-06-02 11:40:01;PAT-129291;susiane.silva;Microsoft Windows 10 Pro;8192;2112;
NA;2022-06-01 11:10:05;CTS1516;SISTEMA;Microsoft Windows 7 Professional;4096;2800;
NA;2022-06-01 10:45:44;CT01-000551;luciani.jardim;Microsoft Windows 7 Professional;2048;2936;
;2022-06-01 08:51:05;CT01-000206;SISTEMA;Microsoft Windows 7 Professional;2048;1908;
NA;2022-06-01 07:49:03;CT01-000831;SISTEMA;Microsoft Windows 7 Professional;1024;2133;
;2022-05-31 15:41:52;PMC-A256;nikoli.hofsetz;Microsoft Windows 7 Professional;4096;2901;
;2022-05-31 08:22:11;SME-DEF016;SISTEMA;Microsoft Windows 7 Ultimate;1536;1807;
;2022-05-31 07:49:59;PMC-43FHHKK;deise.azevedo;Microsoft Windows 7 Professional;4096;2936;
;2022-05-30 17:11:17;SMDGRH-139;maria.aguiar;Microsoft® Windows Vista™ Business;3316;2800;
NA;2022-05-30 16:26:16;CT01-000735;Administrador;Microsoft Windows 10 Pro;8192;2496;
NA;2022-05-30 13:23:14;CT01-002491;Administrador;Microsoft Windows 8.1 Pro;3550;3200;
;2022-05-30 09:31:42;PMC014693;morgana.panosso;Microsoft Windows 7 Professional;3550;3200;
;2022-05-30 09:24:09;CT01-000790;cristian.brito;Microsoft Windows XP Professional;2048;2925;
;2022-05-30 07:02:01;PMC001375;yc.brunielly;Microsoft Windows 7 Professional;2941;2936;
NA;2022-05-28 12:38:23;CT01-000101;tais.smarques;Microsoft Windows 7 Professional;7072;2501;
NA;2022-05-27 15:25:35;PATRI-303252;Administrador;Microsoft Windows 8.1 Pro;3550;3200;
NA;2022-05-27 15:18:19;CT01-000248;Administrador;Microsoft Windows 7 Professional;2941;2936;
NA;2022-05-26 13:41:18;CT01-001042;ederson.amaral;Microsoft Windows 7 Professional;2048;2933;
NA;2022-05-26 13:01:19;CT01-001658;SISTEMA;Microsoft Windows 7 Professional;2048;2933;
NA;2022-05-26 08:52:32;DESKTOP-1R6FL0K;;Microsoft Windows 10 Pro;16384;2904;
NA;2022-05-26 08:44:46;CT01-003319;cauana.rosa;Microsoft Windows 7 Professional;4096;2936;
NA;2022-05-26 08:32:50;CT01-000315;SISTEMA;Microsoft Windows 7 Professional;2048;2133;
NA;2022-05-25 16:31:46;CT01-004085;;Microsoft Windows 10 Pro;8192;3408;
;2022-05-24 14:56:30;PMC68YS6G;diva.andriolli;Microsoft Windows 7 Professional;7072;2501;
NA;2022-05-24 10:57:42;CT01-000776;luciani.jardim;Microsoft® Windows Vista™ Business;3317;2800;
NA;2022-05-23 14:53:00;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
NA;2022-05-23 13:02:40;CT01-002787;felipe.massoco;Microsoft Windows 7 Professional;4096;2936;
NA;2022-05-23 10:46:40;CT01-003850;SISTEMA;Microsoft Windows 7 Professional;4096;2900;
SMDS;2022-05-23 08:23:24;CT01-000347;rosi.carvalho;Microsoft Windows 7 Professional;2941;2936;
NA;2022-05-23 07:39:49;SME-31;SISTEMA;Microsoft Windows 7 Professional;2048;2533;
NA;2022-05-21 01:34:25;CT01-000576;SISTEMA;Microsoft Windows 7 Professional;8192;3201;
NA;2022-05-20 15:50:42;CT01-004430;Administrador;Microsoft Windows 7 Ultimate;3293;3000;
;2022-05-20 14:54:37;PMC000048;elisangela.paveglio;Microsoft Windows 7 Professional;1502;3200;
NA;2022-05-20 12:03:14;SMF-2886;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
NA;2022-05-20 11:29:19;CT01-004430;Administrador;Microsoft Windows 7 Ultimate;3293;3000;
;2022-05-20 09:35:23;CT01-003676;marcelo.moraes;Microsoft Windows 7 Professional;3072;2803;
NA;2022-05-20 08:00:49;CT01-004593;sogal.tanizi;Microsoft Windows 7 Professional;6144;3000;
NA;2022-05-20 07:59:51;CT01-004616;sogal.karen;Microsoft Windows 7 Professional;6144;3000;
NA;2022-05-19 16:14:40;CT01-003813;jose.augusto;Microsoft® Windows Vista™ Business;2048;2933;
;2022-05-18 15:35:22;PMCX8GFMLG2;rafael.policena;Microsoft Windows 10 Pro;4096;3001;
NA;2022-05-18 13:45:23;SMF-19126;ad;Microsoft Windows 7 Professional;4096;2200;
NA;2022-05-18 08:16:23;CT01-003349;miguel.asturizaga;Microsoft Windows 7 Professional;1791;1496;
NA;2022-05-17 11:37:21;CT01-000393;wagner.madureira;Microsoft Windows 7 Professional;4096;2936;
NA;2022-05-17 09:16:11;CT01-003851;tatiana.faleiro;Microsoft Windows 8.1 Pro;8192;3600;
NA;2022-05-17 08:45:12;CT01-003882;rafaela.selbach;Microsoft Windows 7 Professional;2941;2936;
NA;2022-05-13 16:26:13;CT01-003869;Administrador;Microsoft Windows 7 Professional;3551;2933;
NA;2022-05-13 15:57:10;GS-PC;tiago.machado;Microsoft Windows 7 Professional;3232;1801;
NA;2022-05-13 08:41:36;CT01-003994;hadoika.lacerda;Microsoft Windows 8 Professional Edition;8059;3600;
NA;2022-05-13 07:58:24;CGM015548;SISTEMA;Microsoft Windows 7 Professional;3584;2933;
NA;2022-05-13 07:53:13;CTS1519;stefanie.merten;Microsoft Windows 7 Professional;3550;3200;
NA;2022-05-12 16:34:56;CT01-001579;daiane.martins;Microsoft Windows 7 Professional;2048;2133;
NA;2022-05-12 14:14:49;CT01-000595;jean.carlos;Microsoft Windows 7 Professional;2048;2133;
NA;2022-05-12 13:53:12;CT01-003809;pedro.vazquez;Microsoft Windows 10 Pro;8192;3601;
;2022-05-12 13:24:21;SME-INF020;nilza.silva;Microsoft Windows 7 Professional;3579;3326;
;2022-05-12 10:42:31;PMC396720;SISTEMA;Microsoft Windows 7 Professional;3453;2936;
NA;2022-05-12 10:26:12;CT01-003611;bernardo.caron;Microsoft Windows 10 Pro;4096;3001;
NA;2022-05-12 08:01:23;CT01-000606;SISTEMA;Microsoft Windows 7 Professional;3292;2133;
NA;2022-05-11 17:31:44;CT01-000591;Administrador;Microsoft Windows 8.1 Pro;8192;3200;
ICXXI;2022-05-11 16:14:37;PMC20922;fernanda.souzao;Microsoft Windows 7 Professional;2048;2133;
;2022-05-11 13:43:10;CT01-001368;vera.lucia;Microsoft Windows 8.1 Pro;2782;3200;
NA;2022-05-11 10:49:53;CT01-003557;luciana.vaz;Microsoft Windows 7 Professional;3550;3200;
NA;2022-05-11 09:56:47;CT01-001102;mauro.mattos;Microsoft Windows 7 Professional;3550;3200;
NA;2022-05-11 08:21:47;CT01-001782;cristiane.sousa;Microsoft Windows 10 Pro;16384;3601;
NA;2022-05-10 16:03:19;CT01-000695;SISTEMA;Microsoft Windows 7 Professional;2048;2926;
;2022-05-09 17:14:47;SMPECI-3033;douglas.burckardt;Microsoft Windows 7 Professional;3575;3333;
;2022-05-09 13:13:23;CT01-000673;SISTEMA;Microsoft Windows 7 Professional;2048;2933;
NA;2022-05-09 10:54:28;CT01-000799;Administrador;Microsoft Windows 7 Professional;512;2218;
NA;2022-05-06 15:51:27;DESKTOP-RBAO6S8;rosangela.martins;Microsoft Windows 10 Pro;6425;3600;
SMEL;2022-05-06 09:11:49;CT01-001177;juliano.delazzeri;Microsoft Windows 10 Pro;8192;3001;
;2022-05-05 17:04:35;SME-TEC021;Administrador;Microsoft Windows 7 Ultimate;4096;2936;
NA;2022-05-05 15:43:15;CT01-001286;eduardo.slayfer;Microsoft Windows 7 Professional;4096;2133;
NA;2022-05-05 15:42:37;CT01-001284;sandro.pereira;Microsoft Windows 7 Professional;4096;2936;
;2022-05-05 14:44:51;PMC-2844;luiz.soares;Microsoft Windows 7 Professional;4096;2936;
NA;2022-05-05 14:43:33;CT01-000799;ana.pmonteiro;Microsoft Windows 7 Professional;512;2218;
;2022-05-05 14:19:47;PMC015537;daniel.braul;Microsoft Windows 7 Professional;2048;2933;
;2022-05-05 11:11:59;CGM015540;laci.souza;Microsoft® Windows Vista™ Business;2048;2933;
NA;2022-05-05 08:52:36;CT01-002363;lasalle.riciery;Microsoft Windows 10 Pro;4096;2700;
NA;2022-05-04 15:15:47;CLIENTE-PC;SISTEMA;Microsoft Windows 7 Professional;4096;2600;
NA;2022-05-04 14:25:30;PAT-127791;klaus.pilz;Microsoft Windows 10 Pro;8192;2112;
NA;2022-05-04 11:25:03;CT01-003982;lasalle.jessica;Microsoft Windows 7 Professional;6144;3326;
;2022-05-04 07:51:53;SMDUH-18461;marcia.muller;Microsoft Windows XP Professional;3317;2925;
;2022-05-04 07:38:35;SMF-2848;SISTEMA;Microsoft Windows 7 Professional;2941;2936;
SMSPC;2022-05-03 15:59:10;CT01-002263;lasalle.desiree;Microsoft Windows 7 Ultimate;2048;2327;
;2022-05-03 15:55:14;CT01-000585;rosana.santos;Microsoft Windows 7 Ultimate;2782;3200;
NA;2022-05-03 15:45:35;CT01-003343;lasalle.flaviap;Microsoft Windows 7 Professional;3579;3326;
NA;2022-05-03 13:45:52;PMC019314;jordana.cardoso;Microsoft Windows 7 Professional;3550;3200;
NA;2022-05-03 12:55:52;RESERVA-001;luan.souza;Microsoft Windows 7 Professional;3415;2901;
;2022-05-03 09:30:36;PMC10062;SISTEMA;Microsoft Windows 7 Professional;1502;3200;
GP;2022-05-03 09:12:53;CT01-002216;vladimir.nunes;Microsoft Windows 7 Professional;2048;2133;
NA;2022-05-03 09:06:35;CT01-000623;itamar.vargas;Microsoft® Windows Vista™ Business;2048;2933;
NA;2022-05-02 16:46:11;DESKTOP-ADEKVII;jefferson.lourenco;Microsoft Windows 11 Pro;8192;2112;
GP;2022-05-02 16:08:30;CT01-002334;carmenlucia.machado;Microsoft Windows 7 Professional;2048;2133;
NA;2022-05-02 13:39:02;PAT-128542;daniela.passos;Microsoft Windows 10 Pro;8192;2112;
NA;2022-04-29 16:32:55;SME-07;SISTEMA;Microsoft Windows 7 Professional;2048;2600;
;2022-04-29 16:11:06;SMC-MERSH;Administrador;Microsoft Windows XP Professional;2048;2933;
NA;2022-04-29 15:51:36;CT01-001182;MARCELO.KELLING;Microsoft Windows 7 Professional;2048;2933;
;2022-04-29 15:16:33;PMC-10010;dirce.nascimento;Microsoft Windows 7 Professional;3550;3200;
NA;2022-04-29 11:51:57;CT02-000143;angela.baldino;Microsoft Windows 10 Pro;8192;2112;
;2022-04-29 10:24:57;CT01-003762;maira.marques;Microsoft Windows 7 Professional;3292;2133;
;2022-04-29 07:37:19;PMC020573;svc.toten;Microsoft Windows 7 Professional;4096;2936;
NA;2022-04-29 07:23:47;CT01-003635;maria.michel;Microsoft Windows 7 Professional;3549;2936;
NA;2022-04-28 16:24:06;SME-25;nara.lopes;Microsoft Windows 7 Professional;2048;3000;
NA;2022-04-28 16:03:22;CT01-003462;professores;Microsoft Windows 7 Professional;2048;3192;
NA;2022-04-28 11:52:32;SN-PE043X11;arthur.fiuza;Microsoft Windows 10 Pro;8192;3408;
;2022-04-28 11:07:35;PMC302313;tatiane.tozon;Microsoft Windows 7 Professional;2048;2133;
NA;2022-04-28 09:28:53;CT01-003533;ramses.miclas;Microsoft Windows 10 Pro;4096;3001;
